1788556958.275127 server started (14521): version 3.7c, socket /tmp/tmux-1000/default, protocol 8
1788556958.275150 on Linux 7.1.13-200.fc44.x86_64 #1 SMP PREEMPT_DYNAMIC Wed Sep  2 13:58:38 UTC 2026
1788556958.275167 using libevent 2.1.12-stable poll
1788556958.275174 using ncurses 6.6 20251230
1788556958.456721 tty_draw_line: cell 146 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456728 tty_draw_line: cell 147 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456734 tty_draw_line: cell 148 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456740 tty_draw_line: cell 149 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456746 tty_draw_line: cell 150 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456753 tty_draw_line: cell 151 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456759 tty_draw_line: cell 152 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456765 tty_draw_line: cell 153 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456772 tty_draw_line: cell 154 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456778 tty_draw_line: cell 155 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456784 tty_draw_line: cell 156 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456791 tty_draw_line: cell 157 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456797 tty_draw_line: cell 158 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456820 tty_draw_line: cell 159 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456828 tty_draw_line: cell 160 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456835 tty_draw_line: cell 161 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456843 tty_draw_line: cell 162 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456850 tty_draw_line: cell 163 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456858 tty_draw_line: cell 164 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456863 tty_draw_line: cell 165 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456871 tty_draw_line: cell 166 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456877 tty_draw_line: cell 167 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456882 tty_draw_line: cell 168 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456888 tty_draw_line: cell 169 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456896 tty_draw_line: cell 170 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456901 tty_draw_line: cell 171 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456907 tty_draw_line: cell 172 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456915 tty_draw_line: cell 173 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456920 tty_draw_line: cell 174 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456926 tty_draw_line: cell 175 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456934 tty_draw_line: cell 176 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456939 tty_draw_line: cell 177 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456945 tty_draw_line: cell 178 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456951 tty_draw_line: cell 179 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456962 tty_draw_line: cell 180 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456970 tty_draw_line: cell 181 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456976 tty_draw_line: cell 182 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456983 tty_draw_line: cell 183 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456989 tty_draw_line: cell 184 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456995 tty_draw_line: cell 185 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457001 tty_draw_line: cell 186 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457008 tty_draw_line: cell 187 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457014 tty_draw_line: cell 188 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457020 tty_draw_line: cell 189 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457027 tty_draw_line: cell 190 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457033 tty_draw_line: cell 191 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457039 tty_draw_line: cell 192 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457045 tty_draw_line: cell 193 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457052 tty_draw_line: cell 194 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457058 tty_draw_line: cell 195 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457064 tty_draw_line: cell 196 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457071 tty_draw_line: cell 197 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457077 tty_draw_line: cell 198 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457083 tty_draw_line: cell 199 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457090 tty_draw_line: cell 200 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457096 tty_draw_line: cell 201 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457102 tty_draw_line: cell 202 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457108 tty_draw_line: cell 203 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457115 tty_draw_line: cell 204 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457121 tty_draw_line: cell 205 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457127 tty_draw_line: cell 206 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457134 tty_draw_line: cell 207 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457140 tty_draw_line: cell 208 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457146 tty_draw_line: cell 209 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457153 tty_draw_line: cell 210 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457159 tty_draw_line: cell 211 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457165 tty_draw_line: cell 212 empty 0, bg 8; state: current EMPTY, next DONE
1788556958.457171 /dev/pts/0: \r
1788556958.457177 /dev/pts/0: \n
1788556958.457183 /dev/pts/0: \033[K
1788556958.457190 screen_redraw_draw_pane: /dev/pts/0 %0 range 0 (0,32) width 212, tty (0,32) width 212
1788556958.457196 tty_draw_line: px=0 py=32 nx=212 atx=0 aty=32
1788556958.457202 tty_draw_line: drawing 0-212,32 (end 0) at 0,32; defaults: fg=8, bg=8
1788556958.457208 tty_draw_line: cell 0 empty 1, bg 8; state: current FIRST, next EMPTY
1788556958.457214 tty_draw_line: cell 1 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457221 tty_draw_line: cell 2 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457227 tty_draw_line: cell 3 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457234 tty_draw_line: cell 4 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457240 tty_draw_line: cell 5 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457247 tty_draw_line: cell 6 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457254 tty_draw_line: cell 7 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457265 tty_draw_line: cell 8 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457273 tty_draw_line: cell 9 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457280 tty_draw_line: cell 10 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457286 tty_draw_line: cell 11 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457293 tty_draw_line: cell 12 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457299 tty_draw_line: cell 13 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457305 tty_draw_line: cell 14 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457312 tty_draw_line: cell 15 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457318 tty_draw_line: cell 16 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457324 tty_draw_line: cell 17 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457331 tty_draw_line: cell 18 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457337 tty_draw_line: cell 19 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457344 tty_draw_line: cell 20 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457350 tty_draw_line: cell 21 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457356 tty_draw_line: cell 22 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457363 tty_draw_line: cell 23 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457369 tty_draw_line: cell 24 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457375 tty_draw_line: cell 25 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457382 tty_draw_line: cell 26 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457388 tty_draw_line: cell 27 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457394 tty_draw_line: cell 28 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457401 tty_draw_line: cell 29 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457407 tty_draw_line: cell 30 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457413 tty_draw_line: cell 31 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457420 tty_draw_line: cell 32 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457426 tty_draw_line: cell 33 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457433 tty_draw_line: cell 34 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457439 tty_draw_line: cell 35 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457446 tty_draw_line: cell 36 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457452 tty_draw_line: cell 37 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457460 tty_draw_line: cell 38 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457465 tty_draw_line: cell 39 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457471 tty_draw_line: cell 40 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457479 tty_draw_line: cell 41 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457484 tty_draw_line: cell 42 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457490 tty_draw_line: cell 43 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457498 tty_draw_line: cell 44 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457503 tty_draw_line: cell 45 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457509 tty_draw_line: cell 46 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457515 tty_draw_line: cell 47 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457521 tty_draw_line: cell 48 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457527 tty_draw_line: cell 49 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457534 tty_draw_line: cell 50 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457540 tty_draw_line: cell 51 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457546 tty_draw_line: cell 52 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457553 tty_draw_line: cell 53 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457564 tty_draw_line: cell 54 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457571 tty_draw_line: cell 55 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457578 tty_draw_line: cell 56 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457584 tty_draw_line: cell 57 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457590 tty_draw_line: cell 58 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457596 tty_draw_line: cell 59 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457602 tty_draw_line: cell 60 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457608 tty_draw_line: cell 61 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457615 tty_draw_line: cell 62 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457621 tty_draw_line: cell 63 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457627 tty_draw_line: cell 64 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457634 tty_draw_line: cell 65 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457640 tty_draw_line: cell 66 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457646 tty_draw_line: cell 67 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457653 tty_draw_line: cell 68 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457659 tty_draw_line: cell 69 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457665 tty_draw_line: cell 70 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457672 tty_draw_line: cell 71 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457678 tty_draw_line: cell 72 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457684 tty_draw_line: cell 73 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457690 tty_draw_line: cell 74 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457697 tty_draw_line: cell 75 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457703 tty_draw_line: cell 76 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457709 tty_draw_line: cell 77 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457716 tty_draw_line: cell 78 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457722 tty_draw_line: cell 79 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457728 tty_draw_line: cell 80 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457735 tty_draw_line: cell 81 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457741 tty_draw_line: cell 82 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457747 tty_draw_line: cell 83 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457754 tty_draw_line: cell 84 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457760 tty_draw_line: cell 85 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457766 tty_draw_line: cell 86 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457773 tty_draw_line: cell 87 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457780 tty_draw_line: cell 88 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457786 tty_draw_line: cell 89 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457792 tty_draw_line: cell 90 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457816 tty_draw_line: cell 91 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457823 tty_draw_line: cell 92 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457830 tty_draw_line: cell 93 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457838 tty_draw_line: cell 94 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457847 tty_draw_line: cell 95 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457854 tty_draw_line: cell 96 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457861 tty_draw_line: cell 97 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457868 tty_draw_line: cell 98 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457874 tty_draw_line: cell 99 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457885 tty_draw_line: cell 100 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457893 tty_draw_line: cell 101 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457899 tty_draw_line: cell 102 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457905 tty_draw_line: cell 103 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457912 tty_draw_line: cell 104 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457918 tty_draw_line: cell 105 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457924 tty_draw_line: cell 106 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457931 tty_draw_line: cell 107 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457937 tty_draw_line: cell 108 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457943 tty_draw_line: cell 109 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457949 tty_draw_line: cell 110 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457956 tty_draw_line: cell 111 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457962 tty_draw_line: cell 112 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457968 tty_draw_line: cell 113 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457975 tty_draw_line: cell 114 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457981 tty_draw_line: cell 115 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457987 tty_draw_line: cell 116 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.457993 tty_draw_line: cell 117 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458000 tty_draw_line: cell 118 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458006 tty_draw_line: cell 119 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458012 tty_draw_line: cell 120 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458019 tty_draw_line: cell 121 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458025 tty_draw_line: cell 122 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458029 tty_draw_line: cell 123 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458037 tty_draw_line: cell 124 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458041 tty_draw_line: cell 125 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458048 tty_draw_line: cell 126 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458054 tty_draw_line: cell 127 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458060 tty_draw_line: cell 128 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458067 tty_draw_line: cell 129 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458073 tty_draw_line: cell 130 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458079 tty_draw_line: cell 131 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458086 tty_draw_line: cell 132 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458092 tty_draw_line: cell 133 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458098 tty_draw_line: cell 134 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458104 tty_draw_line: cell 135 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458111 tty_draw_line: cell 136 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.458116 tty_draw_line: cell 137 empty 1, bg 8; state: current EMPTY, next EMPTY
